	subject	virus tax id	taxonomy	name	seq_size	genome	order	family	genus	genome_type	genome_composition	species	virus	baltimore	segment_n	seq_n	genome_size	complete_genome
6173	NC_021928	11224.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Rubulavirinae; Orthorubulavirus; Human orthorubulavirus 4	Human parainfluenza virus 4a viral cRNA, complete genome, strain: M-25	17052	Riboviria	Mononegavirales	Paramyxoviridae	Rubulavirus	0.0	ssRNA	Human orthorubulavirus 4	Human parainfluenza virus 4a	ssRNA(-)	0.0	0.0	17052.0	1.0
6206	NC_025256	1112631.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Henipavirus; Ghanaian bat henipavirus	Bat Paramyxovirus Eid_hel/GH-M74a/GHA/2009, complete genome	18530	Riboviria	Mononegavirales	Paramyxoviridae	Henipavirus	0.0	ssRNA	Ghanaian bat henipavirus	Bat Paramyxovirus Eid_hel/GH-M74a/GHA/2009	ssRNA(-)	0.0	0.0	18530.0	0.0
6212	NC_025343	1452514.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Rubulavirinae; Pararubulavirus; Sosuga pararubulavirus	Sosuga virus isolate 2012, complete genome	15480	Riboviria	Mononegavirales	Paramyxoviridae	Pararubulavirus	0.0	ssRNA	Sosuga pararubulavirus	Sosuga virus	ssRNA(-)	0.0	0.0	15480.0	1.0
6217	NC_025360	381543.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Aquaparamyxovirus	Atlantic salmon paramyxovirus isolate ASPV/Yrkje371/95, complete genome	16968	Riboviria	Mononegavirales	Paramyxoviridae	Aquaparamyxovirus	0.0	ssRNA	Salmon aquaparamyxovirus	Salmon aquaparamyxovirus	ssRNA(-)	0.0	0.0	16968.0	1.0
6222	NC_025373	2560327.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Avulavirinae; Paraavulavirus	Avian paramyxovirus 3 strain turkey/Wisconsin/68, complete genome	16182	Riboviria	Mononegavirales	Paramyxoviridae	Avulavirus	0.0	ssRNA	Avian paraavulavirus 3	Avian paraavulavirus 3	ssRNA(-)	0.0	0.0	16182.0	1.0
6226	NC_025363	2560320.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Avulavirinae; Orthoavulavirus	Avian paramyxovirus 12 isolate Wigeon/Italy/3920_1/2005, complete genome	15312	Riboviria	Mononegavirales	Paramyxoviridae	Avulavirus	0.0	ssRNA	Avian orthoavulavirus 12	Avian orthoavulavirus 12	ssRNA(-)	0.0	0.0	15312.0	1.0
6231	NC_025351	1221391.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Henipavirus; Cedar henipavirus	Cedar virus isolate CG1a, complete genome	18162	Riboviria	Mononegavirales	Paramyxoviridae	Henipavirus	0.0	ssRNA	Cedar henipavirus	Cedar virus	ssRNA(-)	0.0	0.0	18162.0	0.0
6244	NC_025352	1474807.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Henipavirus; Mojiang henipavirus	Mojiang virus isolate Tongguan1, complete genome	18406	Riboviria	Mononegavirales	Paramyxoviridae	Henipavirus	0.0	ssRNA	Mojiang henipavirus	Mojiang virus	ssRNA(-)	0.0	0.0	18406.0	0.0
6251	NC_025402	1357321.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus	Porcine parainfluenza virus 1 strain S206N, complete genome	15396	Riboviria	Mononegavirales	Paramyxoviridae	Respirovirus	0.0	ssRNA	Porcine respirovirus 1	Porcine respirovirus 1	ssRNA(-)	0.0	0.0	15396.0	1.0
6253	NC_025404	1261101.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Rubulavirinae; Pararubulavirus; Achimota pararubulavirus 2	Achimota virus 2, complete genome	15504	Riboviria	Mononegavirales	Paramyxoviridae	Pararubulavirus	0.0	ssRNA	Achimota pararubulavirus 2	Achimota virus 2	ssRNA(-)	0.0	0.0	15504.0	1.0
6254	NC_025403	1261100.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Rubulavirinae; Pararubulavirus; Achimota pararubulavirus 1	Achimota virus 1, complete genome	15624	Riboviria	Mononegavirales	Paramyxoviridae	Pararubulavirus	0.0	ssRNA	Achimota pararubulavirus 1	Achimota virus 1	ssRNA(-)	0.0	0.0	15624.0	1.0
6256	NC_025386	120499.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Salemvirus; Salem salemvirus	Salem virus, complete genome	16698	Riboviria	Mononegavirales	Paramyxoviridae	Salemvirus	0.0	ssRNA	Salem salemvirus	Salem virus	ssRNA(-)	0.0	0.0	16698.0	1.0
6257	NC_025407	2560310.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Avulavirinae; Metaavulavirus	Avian paramyxovirus 11 isolate common_snipe/France/100212/2010, complete genome	17412	Riboviria	Mononegavirales	Paramyxoviridae	Avulavirus	0.0	ssRNA	Avian metaavulavirus 11	Avian metaavulavirus 11	ssRNA(-)	0.0	0.0	17412.0	1.0
6259	NC_025410	798072.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Rubulavirinae; Pararubulavirus; Tuhoko pararubulavirus 1	Tuhoko virus 1, complete genome	15888	Riboviria	Mononegavirales	Paramyxoviridae	Pararubulavirus	0.0	ssRNA	Tuhoko pararubulavirus 1	Tuhoko virus 1	ssRNA(-)	0.0	0.0	15888.0	1.0
6262	NC_025390	2560326.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Avulavirinae; Orthoavulavirus	Avian paramyxovirus 9 strain duck/New York/22/1978, complete genome	15438	Riboviria	Mononegavirales	Paramyxoviridae	Avulavirus	0.0	ssRNA	Avian orthoavulavirus 9	Avian orthoavulavirus 9	ssRNA(-)	0.0	0.0	15438.0	1.0
7029	NC_003461	12730.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus	Human parainfluenza virus 1, complete genome	15600	Riboviria	Mononegavirales	Paramyxoviridae	Respirovirus	0.0	ssRNA	Human respirovirus 1	Human respirovirus 1	ssRNA(-)	0.0	0.0	15600.0	1.0
7085	NC_004074	162013.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Rubulavirinae; Pararubulavirus; Tioman pararubulavirus	Tioman virus, complete genome	15522	Riboviria	Mononegavirales	Paramyxoviridae	Pararubulavirus	0.0	ssRNA	Tioman pararubulavirus	Tioman virus	ssRNA(-)	0.0	0.0	15522.0	1.0
7408	NC_009489	2560582.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Rubulavirinae; Orthorubulavirus	Mapuera virus, complete genome	15486	Riboviria	Mononegavirales	Paramyxoviridae	Rubulavirus	0.0	ssRNA	Mapuera orthorubulavirus	Mapuera orthorubulavirus	ssRNA(-)	0.0	0.0	15486.0	1.0
7616	NC_005084	122203.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Ferlavirus	Fer-de-lance virus, complete genome	15378	Riboviria	Mononegavirales	Paramyxoviridae	Ferlavirus	0.0	ssRNA	Reptilian ferlavirus	Reptilian ferlavirus	ssRNA(-)	0.0	0.0	15378.0	1.0
8028	NC_007454	322067.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Jeilongvirus; Jun jeilongvirus	J-virus, complete genome	18954	Riboviria	Mononegavirales	Paramyxoviridae	Jeilongvirus	0.0	ssRNA	Jun jeilongvirus	J-virus	ssRNA(-)	0.0	0.0	18954.0	0.0
8180	NC_002161	11215.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus	Bovine parainfluenza virus 3, complete genome	15456	Riboviria	Mononegavirales	Paramyxoviridae	Respirovirus	0.0	ssRNA	Bovine respirovirus 3	Bovine respirovirus 3	ssRNA(-)	0.0	0.0	15456.0	1.0
8199	NC_006430	2560580.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Rubulavirinae; Orthorubulavirus	Parainfluenza virus 5, complete genome	15246	Riboviria	Mononegavirales	Paramyxoviridae	Rubulavirus	0.0	ssRNA	Mammalian orthorubulavirus 5	Mammalian orthorubulavirus 5	ssRNA(-)	0.0	0.0	15246.0	1.0
8369	NC_005283	37131.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Morbillivirus; Cetacean morbillivirus	Dolphin morbillivirus, complete genome	15702	Riboviria	Mononegavirales	Paramyxoviridae	Morbillivirus	0.0	ssRNA	Cetacean morbillivirus	Dolphin morbillivirus	ssRNA(-)	0.0	0.0	15702.0	1.0
8430	NC_001921	11232.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Morbillivirus	Canine distemper virus, complete genome	15690	Riboviria	Mononegavirales	Paramyxoviridae	Morbillivirus	0.0	ssRNA	Canine morbillivirus	Canine morbillivirus	ssRNA(-)	0.0	0.0	15690.0	1.0
8698	NC_009640	2560645.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Rubulavirinae; Orthorubulavirus	Porcine rubulavirus, complete genome	15180	Riboviria	Mononegavirales	Paramyxoviridae	Rubulavirus	0.0	ssRNA	Porcine orthorubulavirus	Porcine orthorubulavirus	ssRNA(-)	0.0	0.0	15180.0	1.0
8912	NC_002200	2560602.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Rubulavirinae; Orthorubulavirus	Mumps virus, complete genome	15384	Riboviria	Mononegavirales	Paramyxoviridae	Rubulavirus	0.0	ssRNA	Mumps orthorubulavirus	Mumps orthorubulavirus	ssRNA(-)	0.0	0.0	15384.0	1.0
8931	NC_001906	63330.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Henipavirus	Hendra virus, complete genome	18234	Riboviria	Mononegavirales	Paramyxoviridae	Henipavirus	0.0	ssRNA	Hendra henipavirus	Hendra henipavirus	ssRNA(-)	0.0	0.0	18234.0	0.0
8935	NC_005339	241630.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Narmovirus; Mossman narmovirus	Mossman virus, complete genome	16650	Riboviria	Mononegavirales	Paramyxoviridae	Narmovirus	0.0	ssRNA	Mossman narmovirus	Mossman virus	ssRNA(-)	0.0	0.0	16650.0	1.0
8948	NC_001552	11191.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus	Sendai virus genomic RNA, antisense, complete sequence	15384	Riboviria	Mononegavirales	Paramyxoviridae	Respirovirus	0.0	ssRNA	Murine respirovirus	Murine respirovirus	ssRNA(-)	0.0	0.0	15384.0	1.0
9251	NC_006428	2560766.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Rubulavirinae; Orthorubulavirus	Simian virus 41, complete genome	15450	Riboviria	Mononegavirales	Paramyxoviridae	Rubulavirus	0.0	ssRNA	Simian orthorubulavirus	Simian orthorubulavirus	ssRNA(-)	0.0	0.0	15450.0	1.0
9360	NC_001796	11216.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus	Human parainfluenza virus 3, complete genome	15462	Riboviria	Mononegavirales	Paramyxoviridae	Respirovirus	0.0	ssRNA	Human respirovirus 3	Human respirovirus 3	ssRNA(-)	0.0	0.0	15462.0	1.0
9476	NC_001498	11234.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Morbillivirus	Measles virus, complete genome	15894	Riboviria	Mononegavirales	Paramyxoviridae	Morbillivirus	0.0	ssRNA	Measles morbillivirus	Measles morbillivirus	ssRNA(-)	0.0	0.0	15894.0	1.0
9538	NC_006296	11242.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Morbillivirus; Rinderpest morbillivirus	Rinderpest virus (strain Kabete O), complete genome	15882	Riboviria	Mononegavirales	Paramyxoviridae	Morbillivirus	0.0	ssRNA	Rinderpest morbillivirus	Rinderpest virus (strain Kabete O)	ssRNA(-)	0.0	0.0	15882.0	1.0
9549	NC_007803	341053.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Jeilongvirus; Beilong jeilongvirus	Beilong virus, complete genome	19212	Riboviria	Mononegavirales	Paramyxoviridae	Jeilongvirus	0.0	ssRNA	Beilong jeilongvirus	Beilong virus	ssRNA(-)	0.0	0.0	19212.0	0.0
9966	NC_006383	2593991.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Morbillivirus; Small ruminant morbillivirus	Peste des petits ruminants virus complete genome	15948	Riboviria	Mononegavirales	Paramyxoviridae	Morbillivirus	0.0	ssRNA	Small ruminant morbillivirus	Peste des petits ruminants virus	ssRNA(-)	0.0	0.0	15948.0	1.0
10482	NC_002199	92129.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Narmovirus; Tupaia narmovirus	Tupaia paramyxovirus, complete genome	17904	Riboviria	Mononegavirales	Paramyxoviridae	Narmovirus	0.0	ssRNA	Tupaia narmovirus	Tupaia paramyxovirus	ssRNA(-)	0.0	0.0	17904.0	0.0
10483	NC_005036	204987.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Avulavirinae; unclassified Avulavirinae	Goose paramyxovirus SF02, complete genome	15192	Riboviria	Mononegavirales	Paramyxoviridae	Avulavirus	0.0	ssRNA	Goose paramyxovirus SF02	Goose paramyxovirus SF02	ssRNA(-)	0.0	0.0	15192.0	1.0
10647	NC_003443	2560525.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Rubulavirinae; Orthorubulavirus	Human rubulavirus 2, complete genome	15646	Riboviria	Mononegavirales	Paramyxoviridae	Rubulavirus	0.0	ssRNA	Human orthorubulavirus 2	Human orthorubulavirus 2	ssRNA(-)	0.0	0.0	15646.0	1.0
10649	NC_002728	121791.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Henipavirus	Nipah virus, complete genome	18246	Riboviria	Mononegavirales	Paramyxoviridae	Henipavirus	0.0	ssRNA	Nipah henipavirus	Nipah henipavirus	ssRNA(-)	0.0	0.0	18246.0	0.0
10915	NC_038270	929831.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus; Human respirovirus 3	Simian Agent 10, complete genome	15462	Riboviria	Mononegavirales	Paramyxoviridae	Respirovirus	0.0	ssRNA	Human respirovirus 3	Simian Agent 10	ssRNA(-)	0.0	0.0	15462.0	1.0
10916	NC_038271	1112597.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Rubulavirinae; Orthorubulavirus; Bat mumps orthorubulavirus	Bat Paramyxovirus Epo_spe/AR1/DRC/2009, complete genome	15378	Riboviria	Mononegavirales	Paramyxoviridae	Rubulavirus	0.0	ssRNA	Bat mumps orthorubulavirus	Bat Paramyxovirus Epo_spe/AR1/DRC/2009	ssRNA(-)	0.0	0.0	15378.0	1.0
11527	NC_039015	1928005.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Avulavirinae; Metaavulavirus; Avian metaavulavirus 14	Avian paramyxovirus 14 isolate APMV14/duck/Japan/11OG0352/2011, complete genome	15444	Riboviria	Mononegavirales	Paramyxoviridae	Avulavirus	0.0	ssRNA	Avian metaavulavirus 14	Avian paramyxovirus 14	ssRNA(-)	0.0	0.0	15444.0	1.0
11528	NC_039016	2006690.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Avulavirinae; Orthoavulavirus; Avian orthoavulavirus 16	Avian paramyxovirus UPO216 isolate APMV-15/WB/Kr/UPO216/2014, complete genome	15180	Riboviria	Mononegavirales	Paramyxoviridae	Avulavirus	0.0	ssRNA	Avian orthoavulavirus 16	Avian paramyxovirus UPO216	ssRNA(-)	0.0	0.0	15180.0	1.0
11529	NC_039017	2006072.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Avulavirinae; Orthoavulavirus; Avian orthoavulavirus 17	Antarctic penguin virus A, complete genome	14926	Riboviria	Mononegavirales	Paramyxoviridae	Orthoavulavirus	0.0	ssRNA	Avian orthoavulavirus 17	Antarctic penguin virus A	ssRNA(-)	0.0	0.0	14926.0	1.0
11530	NC_039018	2006073.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Avulavirinae; Orthoavulavirus; Avian orthoavulavirus 18	Antarctic penguin virus B, complete genome	14931	Riboviria	Mononegavirales	Paramyxoviridae	Orthoavulavirus	0.0	ssRNA	Avian orthoavulavirus 18	Antarctic penguin virus B	ssRNA(-)	0.0	0.0	14931.0	1.0
11531	NC_039019	2006074.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Avulavirinae; Orthoavulavirus; Avian orthoavulavirus 19	Antarctic penguin virus C, complete genome	15017	Riboviria	Mononegavirales	Paramyxoviridae	Orthoavulavirus	0.0	ssRNA	Avian orthoavulavirus 19	Antarctic penguin virus C	ssRNA(-)	0.0	0.0	15017.0	1.0
11604	NC_039194	2560316.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Avulavirinae; Metaavulavirus	Avian paramyxovirus 6 strain APMV-6/Goose/FarEast/4440/2003, complete genome	16236	Riboviria	Mononegavirales	Paramyxoviridae	Avulavirus	0.0	ssRNA	Avian metaavulavirus 6	Avian metaavulavirus 6	ssRNA(-)	0.0	0.0	16236.0	1.0
11605	NC_039195	2560318.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Avulavirinae; Metaavulavirus	Avian paramyxovirus 8 strain goose/Delaware/1053/76, complete genome	15342	Riboviria	Mononegavirales	Paramyxoviridae	Avulavirus	0.0	ssRNA	Avian metaavulavirus 8	Avian metaavulavirus 8	ssRNA(-)	0.0	0.0	15342.0	1.0
11606	NC_039196	1170234.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Morbillivirus	Feline morbillivirus strain 761U, complete genome	16050	Riboviria	Mononegavirales	Paramyxoviridae	Morbillivirus	0.0	ssRNA	Feline morbillivirus	Feline morbillivirus	ssRNA(-)	0.0	0.0	16050.0	1.0
11607	NC_039197	152219.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Rubulavirinae; Pararubulavirus; Menangle pararubulavirus	Menangle virus isolate Australia/bat/2009/Cedar Grove, complete genome	15516	Riboviria	Mononegavirales	Paramyxoviridae	Pararubulavirus	0.0	ssRNA	Menangle pararubulavirus	Menangle virus	ssRNA(-)	0.0	0.0	15516.0	1.0
11608	NC_039198	1554501.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Rubulavirinae; Pararubulavirus; Teviot pararubulavirus	Teviot virus isolate Cedar Grove, complete genome	15522	Riboviria	Mononegavirales	Paramyxoviridae	Pararubulavirus	0.0	ssRNA	Teviot pararubulavirus	Teviot virus	ssRNA(-)	0.0	0.0	15522.0	1.0
11622	NC_039223	2560319.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Avulavirinae; Orthoavulavirus	Newcastle disease virus isolate JSD0812, complete genome	15192	Riboviria	Mononegavirales	Paramyxoviridae	Avulavirus	0.0	ssRNA	Avian orthoavulavirus 1	Avian orthoavulavirus 1	ssRNA(-)	0.0	0.0	15192.0	1.0
11625	NC_039230	2560313.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Avulavirinae; Metaavulavirus	Avian paramyxovirus 2 strain APMV-2/Chicken/California/Yucaipa/56, complete genome	14904	Riboviria	Mononegavirales	Paramyxoviridae	Avulavirus	0.0	ssRNA	Avian metaavulavirus 2	Avian metaavulavirus 2	ssRNA(-)	0.0	0.0	14904.0	1.0
11988	NC_040796	2560314.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Avulavirinae; Metaavulavirus	Avian paramyxovirus 20 isolate APMV-20/gull/Kazakhstan/5976/2014, complete genome	15954	Riboviria	Mononegavirales	Paramyxoviridae	Avulavirus	0.0	ssRNA	Avian metaavulavirus 20	Avian metaavulavirus 20	ssRNA(-)	0.0	0.0	15954.0	1.0
13138	NC_043539	2116559.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Jeilongvirus; Lophuromys jeilongvirus 1	Mount Mabu Lophuromys virus 1 isolate MOZ135_1, complete genome	17940	Riboviria	Mononegavirales	Paramyxoviridae	Jeilongvirus	0.0	ssRNA	Lophuromys jeilongvirus 1	Mount Mabu Lophuromys virus 1	ssRNA(-)	0.0	0.0	17940.0	0.0
13139	NC_043540	2116560.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Jeilongvirus; Lophuromys jeilongvirus 2	Mount Mabu Lophuromys virus 2 isolate MOZ135_2, complete genome	17220	Riboviria	Mononegavirales	Paramyxoviridae	Jeilongvirus	0.0	ssRNA	Lophuromys jeilongvirus 2	Mount Mabu Lophuromys virus 2	ssRNA(-)	0.0	0.0	17220.0	1.0
